"text","playerId","trial"
"yea, it sounds a little iffy to me",112,"CYcxx8EWgRDQDgYrr1"
"at least on the first try because of the hype",843,"CYcxx8EWgRDQDgYrr1"
"I went way higher",248,"CYcxx8EWgRDQDgYrr1"
"I interpreted the question differently than a lot I said 100000",940,"CYcxx8EWgRDQDgYrr1"
"50,000",248,"CYcxx8EWgRDQDgYrr1"
"I went lower",942,"CYcxx8EWgRDQDgYrr1"
"Yea I guessed 60k",1355,"CYcxx8EWgRDQDgYrr1"
"I think people care about music but they were asking for a lot of money therefore did not reach the goal",534,"CYcxx8EWgRDQDgYrr1"
"This type of crowdfunding typically raises 2/3 of the amount so I said 20,000",169,"CYcxx8EWgRDQDgYrr1"
"Agree",1003,"CYcxx8EWgRDQDgYrr1"
"i think its a lot less",789,"CYcxx8EWgRDQDgYrr1"
"i feel like most crowdsourcing campaigns don't get the full amount",1320,"CYcxx8EWgRDQDgYrr1"
"I think the equity would be attractive to big investors",1355,"CYcxx8EWgRDQDgYrr1"
"20000 is good",193,"CYcxx8EWgRDQDgYrr1"
"yea agreed on them asking too much",112,"CYcxx8EWgRDQDgYrr1"
"I dont think they reached the goal",942,"CYcxx8EWgRDQDgYrr1"
"jojo what are you basing the 2/3 figure on? is that a fact you know?",1320,"CYcxx8EWgRDQDgYrr1"
"I'm sticking with 20,000",169,"CYcxx8EWgRDQDgYrr1"
"Yeah the equity is an important point",860,"CYcxx8EWgRDQDgYrr1"
"I thought it was high too, but people will try something out so they may have gotten a surge",843,"CYcxx8EWgRDQDgYrr1"
"I THINK PEOPLE CARE ABOUT MUSIC BUT THEY WILL BE CONCERNED ABOUT WHAT THEY CAN GET OUT OF THEIR INVESTMENT",425,"CYcxx8EWgRDQDgYrr1"
"I am sticking with 10,000",1003,"CYcxx8EWgRDQDgYrr1"
"i believe i over estimated",846,"CYcxx8EWgRDQDgYrr1"
"True",193,"CYcxx8EWgRDQDgYrr1"
"Yes agentscarn - 2/3 is the average figure",169,"CYcxx8EWgRDQDgYrr1"
"I AM STAYING AT 10000",425,"CYcxx8EWgRDQDgYrr1"
"It's kind of tough to say on this one",1355,"CYcxx8EWgRDQDgYrr1"
"does anyone have stats?  figures on other attempts?",112,"CYcxx8EWgRDQDgYrr1"
"they would get equity in the company in exchange for the money",942,"CYcxx8EWgRDQDgYrr1"
"i will drop my guess to around 25000",846,"CYcxx8EWgRDQDgYrr1"
"but is it a good investment?",942,"CYcxx8EWgRDQDgYrr1"
"I think 20000 as well",1388,"CYcxx8EWgRDQDgYrr1"
"thanks jojo, that's helpful",1320,"CYcxx8EWgRDQDgYrr1"
"I think 25000 is a good guess",942,"CYcxx8EWgRDQDgYrr1"
"It really depends on what they offer and even then they strangest things manage to make a lot of money on crowdfunding",248,"CYcxx8EWgRDQDgYrr1"
"mmm I still think Gen Y and boomers believe in the music industry",1355,"CYcxx8EWgRDQDgYrr1"
"If the target is young people I still say 21,000 total after its spread on facebook and what not",843,"CYcxx8EWgRDQDgYrr1"
"I would think they would have raised a little more than half thats why I said 20k",534,"CYcxx8EWgRDQDgYrr1"
"I think I hold off on investing my own money",112,"CYcxx8EWgRDQDgYrr1"
"although it hasn't been that profitable for years",1355,"CYcxx8EWgRDQDgYrr1"
"I can see this going over",1355,"CYcxx8EWgRDQDgYrr1"
"maybe not",846,"CYcxx8EWgRDQDgYrr1"
"It's a unique idea and could go above the amount for sure",860,"CYcxx8EWgRDQDgYrr1"
"Boomer here, bands started off playing for free!",112,"CYcxx8EWgRDQDgYrr1"
"thoughts?",1008,"dncWdA8zokdaNNftM1"
"I don't see how they would raise all their money",1176,"dncWdA8zokdaNNftM1"
"I'm thinking maybe 200,000?",377,"dncWdA8zokdaNNftM1"
"it is only headphones",1176,"dncWdA8zokdaNNftM1"
"How much are you thinking",971,"dncWdA8zokdaNNftM1"
"I said 200,000",886,"dncWdA8zokdaNNftM1"
"I meant to say 100000",1031,"dncWdA8zokdaNNftM1"
"I said 300000",1199,"dncWdA8zokdaNNftM1"
"200k seems about right",991,"dncWdA8zokdaNNftM1"
"yes 200000",1375,"dncWdA8zokdaNNftM1"
"People love their music.",377,"dncWdA8zokdaNNftM1"
"I have no idea",344,"dncWdA8zokdaNNftM1"
"i thpught 75k",1176,"dncWdA8zokdaNNftM1"
"I went with 250,000.",354,"dncWdA8zokdaNNftM1"
"true",1031,"dncWdA8zokdaNNftM1"
"I say about 200000",539,"dncWdA8zokdaNNftM1"
"I’d say 200,000",1173,"dncWdA8zokdaNNftM1"
"this question is just for the 2nd round seeking 100k lb?",1008,"dncWdA8zokdaNNftM1"
"Lets go 200000",971,"dncWdA8zokdaNNftM1"
"With so many headphone options I don’t see how",21,"dncWdA8zokdaNNftM1"
"I put 200000",344,"dncWdA8zokdaNNftM1"
"after rethinking it",539,"dncWdA8zokdaNNftM1"
"i agree with 200000",532,"dncWdA8zokdaNNftM1"
"okay",1031,"dncWdA8zokdaNNftM1"
"I went with 125k since they had already done a previous one maybe they didn't raise much more than the goal.",606,"dncWdA8zokdaNNftM1"
"i said 130",1008,"dncWdA8zokdaNNftM1"
"how about 150000?",761,"dncWdA8zokdaNNftM1"
"The most crownfunded funds were like millions and they were pppular things like the Criticl role series",1199,"dncWdA8zokdaNNftM1"
"165000",99,"dncWdA8zokdaNNftM1"
"I say go with 200000",539,"dncWdA8zokdaNNftM1"
"And this is just headphones",1199,"dncWdA8zokdaNNftM1"
"Yeah I think 200k is reasonable. Often when companies exceed goal they exceed by a lot:",354,"dncWdA8zokdaNNftM1"
"Ok 200000",344,"dncWdA8zokdaNNftM1"
"I think 200000 is optimistic, but okay.",1031,"dncWdA8zokdaNNftM1"
"200k lets all do it",971,"dncWdA8zokdaNNftM1"
"Think of beats headphones too",539,"dncWdA8zokdaNNftM1"
"I could see it becoming a trending thing if more and more people started donating thats why I'm thinking 200,000.",377,"dncWdA8zokdaNNftM1"
"High end",539,"dncWdA8zokdaNNftM1"
"i guess campaigns either don't hit/barely hit goals, or they way over-raise",1008,"dncWdA8zokdaNNftM1"
"yeah what james said",1008,"dncWdA8zokdaNNftM1"
"ok, 200k. Don't underestimate audiophiles and their gadgets.",606,"dncWdA8zokdaNNftM1"
"200k sounds good to me",1199,"dncWdA8zokdaNNftM1"
"if they needed to raise a second round, doesnt that mean that the company has not been as successful",1176,"dncWdA8zokdaNNftM1"
"why not 300???",1008,"dncWdA8zokdaNNftM1"
"where does it say high end?",761,"dncWdA8zokdaNNftM1"
"Like Beats!",539,"dncWdA8zokdaNNftM1"
"That's what I was thinking",1031,"dncWdA8zokdaNNftM1"
"It doesn't say high end",539,"dncWdA8zokdaNNftM1"
"why have to fund raise again",1031,"dncWdA8zokdaNNftM1"
"Just says club and dance music",1199,"dncWdA8zokdaNNftM1"
"the description implies they are high end",1008,"dncWdA8zokdaNNftM1"
"I was saying beats are high end and look how much they are",539,"dncWdA8zokdaNNftM1"
"it replicates the sound of being in a club",1008,"dncWdA8zokdaNNftM1"
"who even does that anymore",1176,"dncWdA8zokdaNNftM1"
"(which ive been to, the sound is too loud to sound good anyuway)",1008,"dncWdA8zokdaNNftM1"
"just means bass heavy",761,"dncWdA8zokdaNNftM1"
"the sound and style like being in a club screams high end to me",539,"dncWdA8zokdaNNftM1"
"youth will lov",1031,"dncWdA8zokdaNNftM1"
"Probably they wanted to get more funding to push more units and rsther than use their own money , looked to crowds",1199,"dncWdA8zokdaNNftM1"
"It says first round was successful, and company has made thousands of sales, I think people would be eager to get equity in the company.",354,"dncWdA8zokdaNNftM1"
"love",1031,"dncWdA8zokdaNNftM1"
"the implication is this is something desirable though",1008,"dncWdA8zokdaNNftM1"
NA,832,"dncWdA8zokdaNNftM1"
NA,1419,"dncWdA8zokdaNNftM1"
"hello",1340,"EWYCXxpH7totWFikb1"
"Hello",701,"EWYCXxpH7totWFikb1"
"hi",188,"EWYCXxpH7totWFikb1"
"hi",1212,"EWYCXxpH7totWFikb1"
"Any thoughts?",688,"EWYCXxpH7totWFikb1"
"hello",82,"EWYCXxpH7totWFikb1"
"hi",371,"EWYCXxpH7totWFikb1"
"I think they received more than they sought.  This is very creative",579,"EWYCXxpH7totWFikb1"
"hi",1114,"EWYCXxpH7totWFikb1"
"hello",305,"EWYCXxpH7totWFikb1"
"hi",88,"EWYCXxpH7totWFikb1"
"How are you?",1331,"EWYCXxpH7totWFikb1"
"good i idea",1212,"EWYCXxpH7totWFikb1"
"i doubt it was a successful campaign",623,"EWYCXxpH7totWFikb1"
"i think so",1114,"EWYCXxpH7totWFikb1"
"Hey, I went higher.",1147,"EWYCXxpH7totWFikb1"
"I don't think it will reach its goal",371,"EWYCXxpH7totWFikb1"
"I think they raised the full 10500 pounds (35%)",152,"EWYCXxpH7totWFikb1"
"i'm guessing they only raised about half",1340,"EWYCXxpH7totWFikb1"
"I think they raised the 15,000",691,"EWYCXxpH7totWFikb1"
"I don't think it met it's 30k goal because it would require people to go to physycal locations to listen to music they might not even like",188,"EWYCXxpH7totWFikb1"
"The physical loactions thing sounds like a dealbreaker",688,"EWYCXxpH7totWFikb1"
"I am not sure it is a great idea",691,"EWYCXxpH7totWFikb1"
"I said 25000",371,"EWYCXxpH7totWFikb1"
"it would be kinda like Pokemon where you have to find songs",579,"EWYCXxpH7totWFikb1"
"I agree.  Especially if they were a good songwriter",1331,"EWYCXxpH7totWFikb1"
"i said 15k also",188,"EWYCXxpH7totWFikb1"
"true",1212,"EWYCXxpH7totWFikb1"
"I didn't think it was successful either. I said 19,000",82,"EWYCXxpH7totWFikb1"
"I think 10000",1131,"EWYCXxpH7totWFikb1"
"I'm not sure that it was successful.  I'm trying to think if I would actually use the service.",88,"EWYCXxpH7totWFikb1"
"I didn't get the chance to write in my prediction as the screen changed!",691,"EWYCXxpH7totWFikb1"
"I rhink it also depends how effort they out in the company with all the competition",701,"EWYCXxpH7totWFikb1"
"prob 15k a lot of people dont fund stuff like this",649,"EWYCXxpH7totWFikb1"
"i think 12000",1114,"EWYCXxpH7totWFikb1"
"I am sticking with 15,000",691,"EWYCXxpH7totWFikb1"
"I wouldn't use it, so...",688,"EWYCXxpH7totWFikb1"
"I meant 1000",1131,"EWYCXxpH7totWFikb1"
"Mine said 30k was sought...i see other numbers",579,"EWYCXxpH7totWFikb1"
"I wouldn't buy it",691,"EWYCXxpH7totWFikb1"
"I said 6000",88,"EWYCXxpH7totWFikb1"
"Probably less than what they wanted",768,"EWYCXxpH7totWFikb1"
"so maybe less than 15k",1340,"EWYCXxpH7totWFikb1"
"There's so many streaming sites it's hard to compete",1212,"EWYCXxpH7totWFikb1"
"I said 25090",701,"EWYCXxpH7totWFikb1"
"I said 50000",1331,"EWYCXxpH7totWFikb1"
"but this streaming site has a unique twist",579,"EWYCXxpH7totWFikb1"
"I wouldn't purchase it.",82,"EWYCXxpH7totWFikb1"
"It is hard to compete and it's too common",88,"EWYCXxpH7totWFikb1"
"that's oddly specific DJ65, lol",188,"EWYCXxpH7totWFikb1"
"I said 15000",688,"EWYCXxpH7totWFikb1"
"What is the twist?",88,"EWYCXxpH7totWFikb1"
"i said 20k",1114,"EWYCXxpH7totWFikb1"
"the idea of the app is good but i'm not sure how much they actually raised",305,"EWYCXxpH7totWFikb1"
"you have to go find the songs. Kind of like a scavenger party.",579,"EWYCXxpH7totWFikb1"
"i said 30,000 but that's cuz i read the question wrong haha",305,"EWYCXxpH7totWFikb1"
"What is the twist? The dropping at the physical location?",691,"EWYCXxpH7totWFikb1"
"If your streaming services offer more than those out their you can make it",701,"EWYCXxpH7totWFikb1"
"that's takes a lot of effort",88,"EWYCXxpH7totWFikb1"
"I like convenience",88,"EWYCXxpH7totWFikb1"
"Yes",1212,"EWYCXxpH7totWFikb1"
"So it's Pokemon GO for music?",688,"EWYCXxpH7totWFikb1"
"it would be fun for teenagers, which is probably the target audience.",579,"EWYCXxpH7totWFikb1"
"I'm going to stay at 15k",188,"EWYCXxpH7totWFikb1"
"yeah",82,"EWYCXxpH7totWFikb1"
"Haha Pokemon GO for music",691,"EWYCXxpH7totWFikb1"
"i'm going with 9k, as my final answer",1340,"EWYCXxpH7totWFikb1"
"yes, Pokemon Go for music",579,"EWYCXxpH7totWFikb1"
"I'm staying with 6000",88,"EWYCXxpH7totWFikb1"
"I doubt I'd walk somewhere to hear music when its all on youtube",649,"EWYCXxpH7totWFikb1"
"20000 for me",371,"EWYCXxpH7totWFikb1"
"i stay at 20000",1114,"EWYCXxpH7totWFikb1"
"i like that, pokemon go for music",1340,"EWYCXxpH7totWFikb1"
"I like being a le to listen any place without internet so down load is a must",701,"EWYCXxpH7totWFikb1"
"go for it",40,"EWYCXxpH7totWFikb1"
"k, guess none of use gets a bonus, lol",188,"EWYCXxpH7totWFikb1"
"I may drop my prediction to 10,000",691,"EWYCXxpH7totWFikb1"
"19000",82,"EWYCXxpH7totWFikb1"
"Yea people want to listen from their home",768,"EWYCXxpH7totWFikb1"
"I just realized it was pounds",688,"EWYCXxpH7totWFikb1"
"I think that would be fun, but not necessarily popular right away",1131,"EWYCXxpH7totWFikb1"
"Hey",1232,"EWYCXxpH7totWFikb2"
"Hi",43,"EWYCXxpH7totWFikb2"
"8 pounds",228,"EWYCXxpH7totWFikb2"
"Hello",1085,"EWYCXxpH7totWFikb2"
"hello",229,"EWYCXxpH7totWFikb2"
"Hello",1293,"EWYCXxpH7totWFikb2"
"I bet it didn't raise much.",229,"EWYCXxpH7totWFikb2"
"hi",441,"EWYCXxpH7totWFikb2"
"hey",570,"EWYCXxpH7totWFikb2"
"Hello",740,"EWYCXxpH7totWFikb2"
"Sounds like a great app. I'm sure it would be overfunded",521,"EWYCXxpH7totWFikb2"
"hello",1207,"EWYCXxpH7totWFikb2"
"No way they raised their goal",570,"EWYCXxpH7totWFikb2"
"Hi",439,"EWYCXxpH7totWFikb2"
"10000",1232,"EWYCXxpH7totWFikb2"
"I think it would be underfunded",1293,"EWYCXxpH7totWFikb2"
"It seems weird to me. I don't know why I'd want to drive somewhere to l isten to something.",229,"EWYCXxpH7totWFikb2"
"I doubt they raised a lot",431,"EWYCXxpH7totWFikb2"
"Maybe",1232,"EWYCXxpH7totWFikb2"
"I say 9000 being generous",570,"EWYCXxpH7totWFikb2"
"I said 19k, but I have no idea. My big concern is how investors would get their money back",43,"EWYCXxpH7totWFikb2"
"I said 8,000",431,"EWYCXxpH7totWFikb2"
"I think doubled",1085,"EWYCXxpH7totWFikb2"
"I agree I said 5000 being generous.",229,"EWYCXxpH7totWFikb2"
"I said 10,000",1293,"EWYCXxpH7totWFikb2"
"I saw how Pokemon Go went - I thought it brought in a lot",740,"EWYCXxpH7totWFikb2"
"I agree , I think maybe they raised half but not the full amount?",1207,"EWYCXxpH7totWFikb2"
"yeah i said 20k but that was way generous",790,"EWYCXxpH7totWFikb2"
"why would I go around and try to pick up songs by artists I don't know?",431,"EWYCXxpH7totWFikb2"
"Why would people want to go to a physical location to listen to music?",570,"EWYCXxpH7totWFikb2"
"Geocacheing and Pokemon GO were huge",521,"EWYCXxpH7totWFikb2"
"I thought they would exceed their goal",927,"EWYCXxpH7totWFikb2"
"yeah 20k is prob way too generous.",229,"EWYCXxpH7totWFikb2"
"This is those for music.",521,"EWYCXxpH7totWFikb2"
"I guessed it shot over the amount they were asking for",740,"EWYCXxpH7totWFikb2"
"I guessed 30,000 because of Pokemon people",416,"EWYCXxpH7totWFikb2"
"40,000",439,"EWYCXxpH7totWFikb2"
"I guess you are right about pokemon go type of setting but this requires people to basically give a ton of money upfront to even get it off the ground too",229,"EWYCXxpH7totWFikb2"
"I appreciate them trying to get people to walk more, but I don't think this is the way to do it",431,"EWYCXxpH7totWFikb2"
"35000",409,"EWYCXxpH7totWFikb2"
"Music is different from a ""collect them all"" game",1293,"EWYCXxpH7totWFikb2"
"decent amount of equity",1085,"EWYCXxpH7totWFikb2"
"I guessed 15000",1207,"EWYCXxpH7totWFikb2"
"I bet its either REALLY successful or flopped REALLY hard",43,"EWYCXxpH7totWFikb2"
"People seem to love scavenger hunts",740,"EWYCXxpH7totWFikb2"
"jd I agree with you",740,"EWYCXxpH7totWFikb2"
"40,000 to 45,000",439,"EWYCXxpH7totWFikb2"
"probably depends on where it is",441,"EWYCXxpH7totWFikb2"
"I think if it was launched some pokemon go type of people would use it but I don't know if they'd actually fund it.",229,"EWYCXxpH7totWFikb2"
"they're offering a lot of equity",1273,"EWYCXxpH7totWFikb2"
"Artists promoting music is not really the same as a global billion dollar franchise like Pokemon, unless they got an Ariana Grande level talent on-board",570,"EWYCXxpH7totWFikb2"
"I went with 47,000",740,"EWYCXxpH7totWFikb2"
"Heres the question for an investor though....how is it going to make money?",43,"EWYCXxpH7totWFikb2"
"100 k is normal I think",228,"EWYCXxpH7totWFikb2"
"Pokemon Go is different, in my opinion, because pokemon has a fan base already",431,"EWYCXxpH7totWFikb2"
"true it depends on their talent level too",229,"EWYCXxpH7totWFikb2"
"They're saying pounds. People walk more there anyway.",521,"EWYCXxpH7totWFikb2"
"The app would need partnerships with A-list pop stars with built in fanbases",570,"EWYCXxpH7totWFikb2"
"Great guess Lord...",439,"EWYCXxpH7totWFikb2"
"pokemon is completely different and so is the harry potter one",790,"EWYCXxpH7totWFikb2"
"and pokemon is a game where you get 'rewards' etc...maybe if there were rewards you could earn",229,"EWYCXxpH7totWFikb2"
"Yes very different",1207,"EWYCXxpH7totWFikb2"
"I just don't see it in the age of streaming and MP3s",570,"EWYCXxpH7totWFikb2"
"Is 10,000 to low then",1232,"EWYCXxpH7totWFikb2"
"Good chat!",570,"EWYCXxpH7totWFikb2"
"i agree it sounds like too much effort to listen to music",229,"EWYCXxpH7totWFikb2"
NA,1166,"EWYCXxpH7totWFikb2"
NA,47,"EWYCXxpH7totWFikb2"
"What do you all think?",33,"ffGhseFHjGuQNWGR61"
"What did everyone put",675,"ffGhseFHjGuQNWGR61"
"I think there were about the same number of events in both locations.",1153,"ffGhseFHjGuQNWGR61"
"I put 1200",675,"ffGhseFHjGuQNWGR61"
"I put 400 anyone close to that",117,"ffGhseFHjGuQNWGR61"
"I put 900",1153,"ffGhseFHjGuQNWGR61"
"my guess is less than Somalia but still significant, so 652",1179,"ffGhseFHjGuQNWGR61"
"I wasnt sure so i put 500",33,"ffGhseFHjGuQNWGR61"
"i put 1000",1021,"ffGhseFHjGuQNWGR61"
"I put 700",308,"ffGhseFHjGuQNWGR61"
"I put 1000",1295,"ffGhseFHjGuQNWGR61"
"800",170,"ffGhseFHjGuQNWGR61"
"i put 850",102,"ffGhseFHjGuQNWGR61"
"2000",960,"ffGhseFHjGuQNWGR61"
"I think a little less, like 500",584,"ffGhseFHjGuQNWGR61"
"I think Yemen is just a bit less.",1180,"ffGhseFHjGuQNWGR61"
"I put 425 - total guess",548,"ffGhseFHjGuQNWGR61"
"I don't have a good clue I think a bit more i put 1000",1230,"ffGhseFHjGuQNWGR61"
"850",901,"ffGhseFHjGuQNWGR61"
"It was just a random guess",117,"ffGhseFHjGuQNWGR61"
"Both places have conflict",1153,"ffGhseFHjGuQNWGR61"
"I think Yemen would be more",1021,"ffGhseFHjGuQNWGR61"
"I put 912, which was a complete guess.",769,"ffGhseFHjGuQNWGR61"
"There’s a civil war in Yemen though so I’d think a lot",675,"ffGhseFHjGuQNWGR61"
"My guess was a little lower than the original.",747,"ffGhseFHjGuQNWGR61"
"Not hearing much these days so hoping they went down a bit",308,"ffGhseFHjGuQNWGR61"
"i had way less than you all",487,"ffGhseFHjGuQNWGR61"
"Somalia is such a hot bed of conflict.",1180,"ffGhseFHjGuQNWGR61"
"Yemen's conflict is much more active currently",1021,"ffGhseFHjGuQNWGR61"
"Yemen's gov't is more stable than Somalia, but not by much",584,"ffGhseFHjGuQNWGR61"
"Yes it is",901,"ffGhseFHjGuQNWGR61"
"Hopefully I am wrong and the number is actually less",1153,"ffGhseFHjGuQNWGR61"
"Yemen does have a very intense conflict",33,"ffGhseFHjGuQNWGR61"
"I was thinking Yemen might have more but haven't really heard anything about it",117,"ffGhseFHjGuQNWGR61"
"same",33,"ffGhseFHjGuQNWGR61"
"same",1230,"ffGhseFHjGuQNWGR61"
"Terrorist run that country",584,"ffGhseFHjGuQNWGR61"
"Sounds about right",901,"ffGhseFHjGuQNWGR61"
"I haven't heard anything about Yemen or Somalis lately.",1180,"ffGhseFHjGuQNWGR61"
"same",170,"ffGhseFHjGuQNWGR61"
"Both places still have conflict",1153,"ffGhseFHjGuQNWGR61"
"so what is a good #?",487,"ffGhseFHjGuQNWGR61"
"I hope that's still the case next year",584,"ffGhseFHjGuQNWGR61"
"It will be interesting to hear the answer",117,"ffGhseFHjGuQNWGR61"
"550",584,"ffGhseFHjGuQNWGR61"
"500?",33,"ffGhseFHjGuQNWGR61"
"i would think within a couple hundred of the number for somalia",1179,"ffGhseFHjGuQNWGR61"
"I wish the number was zero",1153,"ffGhseFHjGuQNWGR61"
"I imagine a good guess is anywhere around the Somalia number",675,"ffGhseFHjGuQNWGR61"
"Agreed",1021,"ffGhseFHjGuQNWGR61"
"same =(",1230,"ffGhseFHjGuQNWGR61"
"I agree",1153,"ffGhseFHjGuQNWGR61"
"Hard to hear about this",584,"ffGhseFHjGuQNWGR61"
"I would guess 500 too",308,"ffGhseFHjGuQNWGR61"
"I wish the number was zero too.",747,"ffGhseFHjGuQNWGR61"
"true",308,"ffGhseFHjGuQNWGR61"
"I'm thinking maybe I should have entered a lot less than I did. I said 700.",1180,"ffGhseFHjGuQNWGR61"
"maybe youre right",33,"ffGhseFHjGuQNWGR61"
"700 is realistic",308,"ffGhseFHjGuQNWGR61"
"700 sounds fine to me",675,"ffGhseFHjGuQNWGR61"
"it is",33,"ffGhseFHjGuQNWGR61"
"agreed",33,"ffGhseFHjGuQNWGR61"
"700 sounds good",1230,"ffGhseFHjGuQNWGR61"
"500 then?yeahthen?",487,"ffGhseFHjGuQNWGR61"
NA,98,"ffGhseFHjGuQNWGR61"
"hello",731,"gJPrrCrxWYghxwctt1"
"hi,",38,"gJPrrCrxWYghxwctt1"
"hi",733,"gJPrrCrxWYghxwctt1"
"Any ideas on estimates?",963,"gJPrrCrxWYghxwctt1"
"hi",526,"gJPrrCrxWYghxwctt1"
"Hi",1184,"gJPrrCrxWYghxwctt1"
"hello",1252,"gJPrrCrxWYghxwctt1"
"hello",1378,"gJPrrCrxWYghxwctt1"
"I don't have a clue",38,"gJPrrCrxWYghxwctt1"
"aye",97,"gJPrrCrxWYghxwctt1"
"Hi",1165,"gJPrrCrxWYghxwctt1"
"hi",346,"gJPrrCrxWYghxwctt1"
"1 million",731,"gJPrrCrxWYghxwctt1"
"I put 1.2 million total guess",1235,"gJPrrCrxWYghxwctt1"
"I went high and said 2.7",113,"gJPrrCrxWYghxwctt1"
"Hello",1362,"gJPrrCrxWYghxwctt1"
"I put 2.5 lol",97,"gJPrrCrxWYghxwctt1"
"I would say around 3 million",526,"gJPrrCrxWYghxwctt1"
"I guess 3.5",1252,"gJPrrCrxWYghxwctt1"
"3 million I put on",1165,"gJPrrCrxWYghxwctt1"
"HELLO",438,"gJPrrCrxWYghxwctt1"
"what does everyone think an estimate of the drawing?",244,"gJPrrCrxWYghxwctt1"
"i guessed 1.8",38,"gJPrrCrxWYghxwctt1"
"I've never heard of this drawing.",975,"gJPrrCrxWYghxwctt1"
"i way overestimated and put 6 million lol",733,"gJPrrCrxWYghxwctt1"
"hello",1071,"gJPrrCrxWYghxwctt1"
"I said about 4 millio n",244,"gJPrrCrxWYghxwctt1"
"Never even seen it",1165,"gJPrrCrxWYghxwctt1"
"wow I guessed really low then!",1235,"gJPrrCrxWYghxwctt1"
"I kind of said round the average as all of you. 2.5 million.",963,"gJPrrCrxWYghxwctt1"
"I guessed 1.5",1378,"gJPrrCrxWYghxwctt1"
"does anyone know when Van Gogh died?",97,"gJPrrCrxWYghxwctt1"
"Oh I was way higher than all of your guesses lol",1184,"gJPrrCrxWYghxwctt1"
"I would guess anything between 1 and 2 million",346,"gJPrrCrxWYghxwctt1"
"I think it will be fairly high because  of who drew it.",526,"gJPrrCrxWYghxwctt1"
"Are we supposed to then come to an consensus on what the sale price was?",963,"gJPrrCrxWYghxwctt1"
"1.2 i estimated",1071,"gJPrrCrxWYghxwctt1"
"I would think it would be high because of the age and who drew it",244,"gJPrrCrxWYghxwctt1"
"I guess I'll go higher on my 2nd guess then",1235,"gJPrrCrxWYghxwctt1"
"I still think 3",526,"gJPrrCrxWYghxwctt1"
"2.5 milliion not his best",1362,"gJPrrCrxWYghxwctt1"
"No idea but I just chalk it up to 3 could be less",1165,"gJPrrCrxWYghxwctt1"
"It's small and not a painting",731,"gJPrrCrxWYghxwctt1"
"he died in 1890 if that means anything",97,"gJPrrCrxWYghxwctt1"
"does anyone know what a painting of his would go for?",38,"gJPrrCrxWYghxwctt1"
"I think 3 is goo. Anything higher that 4 is overstating it",346,"gJPrrCrxWYghxwctt1"
"3 sounds good to me too",438,"gJPrrCrxWYghxwctt1"
"I'm sure it went in the millions, just not sure how high?",963,"gJPrrCrxWYghxwctt1"
"3 seems to be a middle estimate",244,"gJPrrCrxWYghxwctt1"
"3 sounds good",1378,"gJPrrCrxWYghxwctt1"
"3 sounds good",1252,"gJPrrCrxWYghxwctt1"
"It being chalk has a lot to do with it.",526,"gJPrrCrxWYghxwctt1"
"3",963,"gJPrrCrxWYghxwctt1"
"3 sounds good here too",97,"gJPrrCrxWYghxwctt1"
"3",526,"gJPrrCrxWYghxwctt1"
"it's charcoal",97,"gJPrrCrxWYghxwctt1"
"sure 3",38,"gJPrrCrxWYghxwctt1"
"I guess I'll say 3 million as well, and yeah is it a painting?",1235,"gJPrrCrxWYghxwctt1"
"3 million is good",1362,"gJPrrCrxWYghxwctt1"
"drawing",97,"gJPrrCrxWYghxwctt1"
"I think 2.5 to 3 sounds about right too.",975,"gJPrrCrxWYghxwctt1"
NA,119,"gJPrrCrxWYghxwctt1"
NA,74,"gJPrrCrxWYghxwctt1"
"i said 3.5. i have no idea though",949,"gJPrrCrxWYghxwctt2"
"I guessed 7 mil",309,"gJPrrCrxWYghxwctt2"
"i really had no idea, i guessed 12 M",50,"gJPrrCrxWYghxwctt2"
"hello",1420,"gJPrrCrxWYghxwctt2"
"I guesed $3million",652,"gJPrrCrxWYghxwctt2"
"it may be small but feel big",899,"gJPrrCrxWYghxwctt2"
"I said 2 mil. too low?",710,"gJPrrCrxWYghxwctt2"
"I went with 2.5",497,"gJPrrCrxWYghxwctt2"
"I said 18 million",368,"gJPrrCrxWYghxwctt2"
"i guess 40 million",634,"gJPrrCrxWYghxwctt2"
"I said 3",718,"gJPrrCrxWYghxwctt2"
"I almost said 7 then switched to 3",60,"gJPrrCrxWYghxwctt2"
"van gogh sells for high",634,"gJPrrCrxWYghxwctt2"
"I said 1 million",968,"gJPrrCrxWYghxwctt2"
"I only guessed 2, but I have no idea how much it's worth.",1386,"gJPrrCrxWYghxwctt2"
"van gogh is a pretty big artist",50,"gJPrrCrxWYghxwctt2"
"I know he is quite famous and his paintings command a premium.",939,"gJPrrCrxWYghxwctt2"
"I'm way low at 1 mil. I would revise at maybe 3 mil",515,"gJPrrCrxWYghxwctt2"
"I guessed 1/2 mil I have no idea",1239,"gJPrrCrxWYghxwctt2"
"for that size it 30",899,"gJPrrCrxWYghxwctt2"
"its art i would think in the double digits",634,"gJPrrCrxWYghxwctt2"
"I guessed 4.5 million",939,"gJPrrCrxWYghxwctt2"
"I'm thinking 2-3 mil",710,"gJPrrCrxWYghxwctt2"
"that's true, it's large",50,"gJPrrCrxWYghxwctt2"
"our guesses are very varied",1420,"gJPrrCrxWYghxwctt2"
"Maybe 45 million",899,"gJPrrCrxWYghxwctt2"
"it is small. I may go up to a mil",1239,"gJPrrCrxWYghxwctt2"
